,brewery,name,origin,volume_ml,price,bitterness,body,sweetness,recommendation,cat_1,cat_2,price/100_ml
154,gotlands bryggeri,wisby stout,sverige,330.0,22.9,7.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,torr porter och stout,,6.939393939393939
155,omnipollo levon,,belgien,750.0,59.9,7.0,7.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryckPassar till grönsaker,ale,belgisk ljus ale,7.986666666666667
156,fem komma tvåan,,sverige,330.0,8.6,5.0,5.0,2.0,Passar till sällskapsdryckPassar till buffématPassar till fiskPassar till fågel,ljus lager,internationell stil,2.606060606060606
157,bryggmästarens,bästa ekologiska,sverige,500.0,14.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,2.98
158,zeunerts höga kusten,,sverige,440.0,15.4,5.0,6.0,2.0,Passar till buffématPassar till fiskPassar till fläskPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,3.5000000000000004
159,breznak,,tjeckien,330.0,10.9,6.0,6.0,2.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ljus lager,pilsner,3.3030303030303036
160,arton56,,sverige,330.0,11.9,4.0,4.0,3.0,Passar till fiskPassar till kryddstarktPassar till fläskPassar till sällskapsdryck,ljus lager,internationell stil,3.6060606060606064
161,poppels bryggeri,double ipa,sverige,330.0,29.9,7.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,9.06060606060606
162,fuller's,london pride,storbritannien,330.0,17.9,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till fiskPassar till sällskapsdryck,ale,engelsk pale ale och bitter,5.424242424242424
163,dugges stillwater artisanal,tropic thunder,sverige,330.0,32.0,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,9.696969696969697
164,fuller's esb,,storbritannien,330.0,20.9,7.0,7.0,3.0,Passar till fläskPassar till nötPassar till sällskapsdryckPassar till fisk,ale,extra special bitter,6.333333333333332
165,backyard brew,bomble bee 17,sverige,330.0,12.5,6.0,6.0,1.0,Passar till fiskPassar till fläskPassar till sällskapsdryckPassar till grönsaker,ljus lager,modern stil/india pale lager,3.787878787878788
166,mythos,lager,grekland,500.0,17.9,3.0,4.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,internationell stil,3.58
167,collective arts,stranger than fiction porter,kanada,473.0,29.9,6.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,torr porter och stout,,6.321353065539112
168,carnegie,"porter, 2017",sverige,330.0,17.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till ost,torr porter och stout,,5.424242424242424
169,bernard,celebration lager,tjeckien,500.0,25.9,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,5.18
170,innis & gunn,gunnpowder ipa,storbritannien,330.0,17.9,4.0,5.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryckPassar till grönsaker,ale,india pale ale,5.424242424242424
171,stockholm festival,,sverige,500.0,11.9,4.0,4.0,1.0,Passar till fiskPassar till fågelPassar till buffématPassar till sällskapsdryck,ljus lager,internationell stil,2.3800000000000003
172,stigbergets trouble sleep,,sverige,330.0,47.9,7.0,10.0,8.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,14.515151515151514
173,chimay blå,2019,belgien,330.0,33.9,6.0,9.0,5.0,Passar till nötPassar till ostPassar till sällskapsdryckPassar till vilt,ale,belgisk mörk ale,10.272727272727272
174,gotlands bryggeri,eko bulldog pale ale,sverige,330.0,20.9,7.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,amerikansk pale ale,6.333333333333332
175,red stripe,,,330.0,13.9,3.0,3.0,2.0,Passar till sällskapsdryckPassar till fiskPassar till fågelPassar till kryddstarkt,ljus lager,internationell stil,4.212121212121212
176,dab,,tyskland,330.0,9.9,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,3.0000000000000004
177,innis & gunn,caribbean rum cask,storbritannien,330.0,19.9,6.0,7.0,4.0,Passar till sällskapsdryckPassar till ost,ale,strong ale,6.030303030303029
178,three hearts,extra strong,sverige,500.0,14.9,6.0,7.0,3.0,Passar till lammPassar till fläskPassar till nötPassar till sällskapsdryck,ljus lager,starkare lager,2.98
179,svensk starköl,,sverige,330.0,8.9,5.0,5.0,1.0,Passar till buffématPassar till fiskPassar till fågelPassar till sällskapsdryck,ljus lager,internationell stil,2.696969696969697
180,pistonhead,flat tire,sverige,330.0,11.5,4.0,3.0,1.0,Passar till fläskPassar till fågelPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,3.4848484848484853
181,weihenstephaner,hefe weissbier,tyskland,500.0,23.9,2.0,6.0,2.0,Passar till grönsakerPassar till fläskPassar till kryddstarktPassar till sällskapsdryck,veteöl,hefeweizen,4.779999999999999
182,sofiero original,,sverige,330.0,8.9,4.0,4.0,1.0,Passar till sällskapsdryckPassar till fiskPassar till fläskPassar till fågel,ljus lager,internationell stil,2.696969696969697
183,stone,delicious ipa gluten free,usa,355.0,24.9,9.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,7.014084507042254
184,desperados,mojito,nederländerna,330.0,18.9,3.0,6.0,6.0,Passar till sällskapsdryck,annan öl,,5.727272727272727
185,timmermans,kriek lambicus,belgien,250.0,21.9,2.0,5.0,4.0,Passar till aperitifPassar till dessertPassar till sällskapsdryck,syrlig öl,frukt,8.76
186,paulaner oktoberfest,paulaner braueri gmbh & co,tyskland,500.0,23.9,5.0,5.0,1.0,Passar till fiskPassar till grönsakerPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,4.779999999999999
187,aldersbacher,kloster dunkel,tyskland,500.0,24.3,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,4.86
188,gambrinus,,tjeckien,500.0,17.7,7.0,6.0,1.0,Passar till lammPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,3.54
189,haandbryggeriet,mango hopshake,norge,440.0,34.9,8.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,new england ipa/hazy ipa,7.931818181818182
190,staropramen dark,,tjeckien,330.0,17.8,6.0,7.0,2.0,Passar till lammPassar till fläskPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,5.393939393939394
191,gotlands bryggeri,hazy bulldog apa,sverige,330.0,21.9,7.0,7.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryckPassar till grönsaker,ale,amerikansk pale ale,6.636363636363636
192,störtebeker,bernstein weizen,tyskland,500.0,24.6,3.0,7.0,2.0,Passar till grönsakerPassar till kryddstarktPassar till fläskPassar till sällskapsdryck,veteöl,hefeweizen,4.92
193,ottakringer,helles,österrike,330.0,12.9,5.0,5.0,1.0,Passar till fiskPassar till fläskPassar till sällskapsdryckPassar till fågel,ljus lager,dortmunder och helles,3.909090909090909
194,roadie grapefruit radler,,usa,355.0,23.9,4.0,5.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,annan öl,,6.732394366197182
195,aecht schlenkerla rauchbier,,tyskland,500.0,26.9,5.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,annan öl,,5.38
196,special brew,"special brew 6,3%",sverige,330.0,10.4,5.0,6.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till nöt,ljus lager,starkare lager,3.151515151515152
197,praga silver,,tjeckien,500.0,14.9,6.0,6.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,2.98
198,spaten münchen,,tyskland,500.0,20.0,5.0,6.0,1.0,Passar till grönsakerPassar till fläskPassar till fiskPassar till sällskapsdryck,ljus lager,dortmunder och helles,4.0
199,carlsberg sort guld,,,500.0,15.9,5.0,5.0,1.0,Passar till fiskPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,internationell stil,3.18
200,stone,go to india pale ale,usa,355.0,15.9,10.0,7.0,1.0,Passar till fläskPassar till nötPassar till sällskapsdryckPassar till grönsaker,ale,session ipa,4.47887323943662
201,bitburger,premium,tyskland,330.0,14.3,5.0,6.0,1.0,Passar till fiskPassar till grönsakerPassar till buffématPassar till sällskapsdryck,ljus lager,pilsner,4.333333333333334
202,innis & gunn,session ipa,storbritannien,330.0,14.9,9.0,7.0,3.0,Passar till fläskPassar till buffématPassar till sällskapsdryckPassar till grönsaker,ale,session ipa,4.515151515151515
203,brooklyn lager,,sverige,330.0,17.9,7.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till lammPassar till nöt,ljus lager,modern stil/india pale lager,5.424242424242424
204,stockholm festival,,sverige,330.0,10.9,5.0,7.0,2.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,starkare lager,3.3030303030303036
205,budvar,budejovicky,tjeckien,500.0,16.9,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,3.38
206,daura damm,gluten-free,spanien,330.0,17.0,4.0,4.0,1.0,Passar till skaldjurPassar till kryddstarktPassar till fågelPassar till sällskapsdryck,ljus lager,internationell stil,5.151515151515151
207,lupulus brune,,belgien,330.0,32.9,6.0,8.0,2.0,Passar till lammPassar till nötPassar till vilt,ale,belgisk mörk ale,9.969696969696969
208,omaka,klunk,sverige,440.0,25.9,6.0,7.0,2.0,Passar till sällskapsdryckPassar till fläskPassar till fågelPassar till buffémat,ale,engelsk pale ale och bitter,5.886363636363636
209,weihenstephaner,festbier,tyskland,500.0,23.9,5.0,6.0,2.0,Passar till fiskPassar till grönsakerPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,4.779999999999999
210,norrlands guld,export,sverige,330.0,12.5,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,internationell stil,3.787878787878788
211,young's double chocolate stout,,storbritannien,330.0,19.9,7.0,9.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,torr porter och stout,,6.030303030303029
212,nya carnegiebryggeriet j.a.c.k.,session india pale ale,sverige,330.0,19.9,7.0,5.0,1.0,Passar till grönsakerPassar till fläskPassar till sällskapsdryckPassar till buffémat,ale,session ipa,6.030303030303029
213,guayabera,citra pale ale,usa,355.0,23.9,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amerikansk pale ale,6.732394366197182
214,hobgoblin,,storbritannien,500.0,24.9,6.0,7.0,1.0,Passar till nötPassar till lammPassar till sällskapsdryck,ale,extra special bitter,4.9799999999999995
215,budweiser,,,330.0,14.9,3.0,3.0,1.0,Passar till buffématPassar till kryddstarktPassar till sällskapsdryck,ljus lager,internationell stil,4.515151515151515
216,brooklyn spritz,,usa,355.0,23.9,7.0,5.0,3.0,Passar till aperitifPassar till sällskapsdryck,annan öl,,6.732394366197182
217,haze of the dead,destihl brewery,usa,473.0,34.9,8.0,9.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,7.378435517970401
218,virginia strawberry hefeweizen,lickinghole creek craft brewery,usa,473.0,32.8,3.0,6.0,2.0,Passar till sällskapsdryck,veteöl,hefeweizen,6.9344608879492595
219,westmalle extra,,belgien,330.0,24.9,6.0,6.0,2.0,Passar till fiskPassar till fågelPassar till grönsakerPassar till sällskapsdryck,ale,belgisk ljus ale,7.545454545454546
220,wieninger,maibock,tyskland,500.0,28.9,6.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,ljus bocköl,5.779999999999999
221,titan,,usa,355.0,27.9,8.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,7.859154929577464
222,tucher,helles hefe weizen,tyskland,500.0,29.9,3.0,5.0,2.0,Passar till fågelPassar till grönsakerPassar till kryddstarktPassar till ost,veteöl,hefeweizen,5.9799999999999995
223,train station brewery,jag är inte bitter,sverige,500.0,29.9,6.0,7.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,engelsk pale ale och bitter,5.9799999999999995
224,mariestads,höstbrygd,sverige,500.0,21.0,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,4.2
225,st feuillien,saison farmhouse ale,belgien,330.0,28.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsaker,ale,saison,8.757575757575758
226,revolution,hazy hero,usa,355.0,26.9,8.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,7.577464788732394
227,stone,ipa,usa,355.0,25.9,9.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,7.295774647887324
228,negra modelo,,mexiko,355.0,17.0,5.0,5.0,3.0,Passar till fläskPassar till kryddstarktPassar till lammPassar till nöt,mellanmörk lager,märzen och wienerstil,4.788732394366197
229,arboga originalet,,sverige,330.0,10.9,5.0,5.0,1.0,Passar till fiskPassar till buffématPassar till grönsakerPassar till sällskapsdryck,ljus lager,dortmunder och helles,3.3030303030303036
230,raspberry milk stout,left hand brewing company,usa,355.0,29.9,5.0,8.0,2.0,Passar till sällskapsdryck,torr porter och stout,,8.422535211267606
231,zlatopramen,premium,tjeckien,500.0,17.6,7.0,7.0,2.0,Passar till lammPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,3.52
232,antiek blonde super 5 ale,,belgien,330.0,24.9,4.0,6.0,3.0,Passar till fläskPassar till lammPassar till grönsakerPassar till sällskapsdryck,ale,belgisk ljus ale,7.545454545454546
233,poppels bryggeri,belgisk wit,sverige,330.0,20.0,2.0,3.0,1.0,Passar till fiskPassar till sällskapsdryckPassar till grönsakerPassar till kryddstarkt,veteöl,witbier,6.0606060606060606
234,dala,ipl,sverige,330.0,24.9,8.0,7.0,1.0,Passar till sällskapsdryckPassar till fågelPassar till fläskPassar till grönsaker,ljus lager,modern stil/india pale lager,7.545454545454546
235,åbro lejon,,sverige,330.0,10.9,6.0,6.0,1.0,Passar till buffématPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,internationell stil,3.3030303030303036
236,åbro original,starköl,sverige,330.0,9.4,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till grönsaker,ljus lager,internationell stil,2.8484848484848486
237,cirrus,the cloudy lager,sverige,330.0,13.9,5.0,5.0,1.0,Passar till fiskPassar till grönsakerPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,4.212121212121212
238,åbro export,,sverige,330.0,9.9,5.0,5.0,2.0,Passar till fiskPassar till buffématPassar till grönsakerPassar till sällskapsdryck,ljus lager,dortmunder och helles,3.0000000000000004
239,göteborgs nya,starkpilsner,sverige,330.0,19.0,6.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,internationell stil,5.757575757575758
240,lagunitas,daytime ipa,,355.0,16.9,7.0,5.0,1.0,Passar till grönsakerPassar till fläskPassar till sällskapsdryckPassar till buffémat,ale,session ipa,4.76056338028169
241,poppels bryggeri,sour fruit ale strawberry,sverige,330.0,26.9,1.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,8.15151515151515
242,xx-bitter,,belgien,330.0,28.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,belgisk ljus ale,8.757575757575758
243,crocodile lager,,sverige,500.0,11.9,5.0,5.0,1.0,Passar till buffématPassar till fiskPassar till fågelPassar till sällskapsdryck,ljus lager,internationell stil,2.3800000000000003
244,arboga originalet,,sverige,500.0,14.9,5.0,5.0,1.0,Passar till fiskPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,dortmunder och helles,2.98
245,sierra nevada,hoptimum,usa,355.0,39.9,10.0,9.0,6.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.23943661971831
246,falcon export,,sverige,500.0,14.5,5.0,5.0,1.0,Passar till fiskPassar till fläskPassar till kryddstarktPassar till sällskapsdryck,ljus lager,internationell stil,2.9000000000000004
247,gotlands bryggeri,wisby lager,sverige,330.0,17.9,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,5.424242424242424
248,1664,,,330.0,14.2,3.0,4.0,1.0,Passar till asiatisktPassar till fiskPassar till fläskPassar till kryddstarkt,ljus lager,internationell stil,4.303030303030303
249,oceanbryggeriet,västkust,sverige,330.0,23.9,8.0,6.0,1.0,Passar till fläskPassar till grönsakerPassar till fågelPassar till sällskapsdryck,ale,amerikansk pale ale,7.242424242424242
250,shapeshifter,west coast ipa,storbritannien,330.0,19.9,9.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,6.030303030303029
251,landsort lager,,sverige,500.0,29.3,7.0,6.0,2.0,Passar till fiskPassar till grönsakerPassar till buffématPassar till sällskapsdryck,ljus lager,dortmunder och helles,5.86
252,singha,,thailand,330.0,15.9,4.0,4.0,2.0,Passar till asiatisktPassar till fågelPassar till fiskPassar till sällskapsdryck,ljus lager,internationell stil,4.818181818181818
253,beerbliotek,a moment of clarity,sverige,330.0,24.9,7.0,6.0,1.0,Passar till fågelPassar till buffématPassar till sällskapsdryckPassar till grönsaker,ale,session ipa,7.545454545454546
254,tail of a whale,,sverige,330.0,15.9,8.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryckPassar till grönsaker,veteöl,övrig veteöl,4.818181818181818
255,faxe premium,,danmark,330.0,11.9,5.0,5.0,2.0,Passar till fiskPassar till grönsakerPassar till sällskapsdryckPassar till skaldjur,ljus lager,internationell stil,3.6060606060606064
256,kukko,helles,finland,330.0,11.9,7.0,6.0,1.0,Passar till fiskPassar till grönsakerPassar till buffématPassar till sällskapsdryck,ljus lager,dortmunder och helles,3.6060606060606064
